CLE_ABONNEMENT,DATE_ENTREE_LOCAL_ABONNEMENT,DATE_SOUSCRIPTION_ABONNEMENT,DATE_RESILIATION_ABONNEMENT
GN_1180180101691603,1996-07-01,,2021-03-22
GN_1180480400503702,,,
GN_1180180102494402,1999-11-01,2000-06-28,
GN_1180180103423305,2018-12-01,2018-12-03,2019-08-01
GN_1180180103423205,2018-12-01,2018-12-03,2019-07-27
GN_1180180100256205,2018-08-07,2018-08-07,
GN_1183283200032403,2015-07-01,2015-07-01,
GN_1180280200567104,2024-01-30,2024-01-30,
GN_1180180100110201,,,
GN_1180180100085502,1999-06-09,,
GN_1180180103555501,1995-07-20,,2021-10-01
GN_1180180103536202,2016-12-28,2017-01-12,2021-07-01
GN_1180180103259901,,,
GN_1180180103418401,1993-01-01,,
GN_1180180100781604,2001-02-01,2001-02-01,
GN_1183283200006001,,,
GN_1180180100032604,2023-01-10,2023-01-10,
GN_1180180102131901,,,
GN_1180180101524301,,,
GN_1180180100171001,,,
GN_1183483400043003,2007-07-01,2008-04-07,2024-07-10
GN_1180180103504201,1994-01-01,,
GN_1180180100103903,2004-02-19,2004-02-16,
GN_1183383300025302,2004-11-03,2004-11-03,
GN_1180180102694002,,,2024-07-19
GN_1180180100229901,,,
GN_1180180100242702,2018-05-01,2018-09-24,
GN_1180180103885202,2020-07-21,2020-07-21,
GN_1180180103314102,1992-03-11,,
GN_1180280200598402,2009-08-10,2009-08-10,
GN_1180180101513101,,,
GN_1180180101523101,,,
GN_1180180101513001,,,
GN_1180180100654003,2018-01-29,2018-01-29,
GN_1180180103537005,2014-12-01,2014-11-28,
GN_1180180103877001,2006-01-01,2006-01-01,2022-06-13
GN_1180180102999202,1999-03-29,,2024-07-29
GN_1180180102790301,,,
GN_1180880800231901,1995-01-01,,
GN_1180180100308302,2000-03-31,2000-03-31,2023-10-05
GN_1180180100007802,2006-01-16,2006-01-16,
GN_1180180100546102,,,
GN_1182682600033101,2001-07-13,2001-11-09,
GN_1180180103824004,2016-12-14,2016-12-14,2021-02-22
GN_1180180103044407,2011-04-28,2011-04-28,
GN_1180480400462106,2007-11-02,2008-01-24,
GN_1180180102879801,,,
GN_1180180103587707,2017-08-04,2017-08-04,2022-06-09
GN_1180280200598701,,,
GN_1180480400964801,2015-05-26,2015-07-16,
GN_1180180104189601,2011-10-14,2011-10-14,
GN_1180780700017508,2019-06-11,2019-06-11,
GN_1180280200967402,2023-01-10,2023-01-10,
GN_1180180102201405,2008-07-07,2008-07-07,2020-10-09
GN_1180180100107805,2014-04-28,2014-04-28,
GN_1180480400809903,2018-04-04,2018-04-04,
GN_1180480400115903,1994-08-01,,
GN_1180480400466806,2016-10-05,2016-10-05,
GN_1180280200738701,1995-11-14,,
GN_1180280200787301,1999-10-19,2000-04-06,
GN_1180180103101501,,,
GN_1184184100186501,,,2021-10-27
GN_1180480400346502,2000-03-02,2000-03-15,
GN_1180480400346602,2000-03-02,2000-03-15,
GN_1180480499800502,2000-03-02,2000-03-15,2022-01-21
GN_1180480400123201,,,
GN_1180180104298301,2014-09-04,2014-12-01,
GN_1180480400847101,2000-06-20,2000-11-14,2020-10-14
GN_1180480400584104,2012-07-05,2012-07-06,
GN_1180480400550602,1995-09-20,,
GN_1180480400967801,2015-09-02,2016-02-01,
GN_1180280200785801,1999-08-23,1999-08-23,
GN_1180280200838004,2012-05-01,2012-04-24,
GN_1180180102183904,2015-12-08,2016-05-17,
GN_1180480400399802,1998-10-01,,
GN_1180480400592001,,,
GN_1180380300853502,1991-01-01,,2021-02-16
GN_1180480400279003,1994-11-24,,
GN_1180180100220304,2017-09-15,2017-09-15,
GN_1180980900763802,2018-10-26,2018-10-26,
GN_1180180102849210,2015-11-01,2018-10-26,
GN_1180580500187004,2006-11-22,2006-11-22,2016-07-28
GN_1180180100084801,,,2016-08-10
GN_1180180100544201,,,
GN_1180180104128901,2010-11-09,2010-11-09,
GN_1184184100582901,2008-01-01,2008-02-20,
GN_1184184100423201,1981-03-09,,
GN_1180980900443801,1991-07-01,,
GN_1180180103945702,2008-07-29,2008-07-31,
GN_1184184100002401,,,
GN_1180180102367601,,,
GN_1184184100171401,,,
GN_1184184100421801,1988-08-10,,
GN_1180180103517301,1994-08-23,,
GN_1180180101609601,,,
GN_1184184100422001,1987-12-28,,
GN_1180180103325702,2001-09-01,2004-11-17,
GN_1184184100173901,,,
GN_1180180100624301,,,
GN_1184184100401602,2008-01-01,2008-02-19,
GN_1180980900598301,2001-06-13,2001-11-22,
GN_1184184100369201,1979-05-21,,
GN_1180980900403001,1991-07-01,,
GN_1180180102906501,,,
GN_1180580500214901,2003-07-24,2004-05-07,
GN_1180180100067701,,,
GN_1184184100398701,1990-08-01,,
GN_1184184100226101,,,2020-08-14
GN_1180180100520901,,,
GN_1184184100384101,,,
GN_1180180104129701,2010-11-10,2010-11-10,
GN_1180180103560701,1996-01-01,,
GN_1184184100422901,1981-03-09,,
GN_1184184100369101,1978-01-01,,
GN_1184184100422101,1981-06-24,,
GN_1180180100068001,,,
GN_1180180103751101,2002-01-01,2002-03-25,
GN_1180980900564201,1999-01-07,,
GN_1180180104129801,2010-07-01,2010-11-10,
GN_1184184100401201,1990-08-01,,
GN_1180180100067801,,,
GN_1180980900564301,1999-01-07,,
GN_1180980900445501,1991-10-01,,
GN_1180980900721702,2013-12-16,2013-12-16,
GN_1183183100259801,2010-04-02,2010-04-13,
GN_1180980900463301,1992-07-01,,
GN_1180980900705201,2008-09-30,2008-10-23,
GN_1184184100313701,,,
GN_1180180100890201,,,
GN_1180180102313201,,,
GN_1184184100370801,1984-11-02,,
GN_1180980900622801,2003-06-04,2003-10-23,
GN_1184184100390201,1990-07-11,,
GN_1180180100067901,,,
GN_1180980900329505,2013-01-01,2013-01-01,
GN_1181181100015302,2016-11-22,2016-11-22,
GN_1181181100014503,2015-09-30,2015-10-01,2021-10-06
GN_1180280200533504,2014-09-01,2014-09-01,
GN_1180180103872608,2018-11-20,2018-11-20,2020-02-28
GN_1180480400151505,2008-01-02,2008-03-11,
GN_1180180100166605,1995-07-01,,
GN_1180980900487601,1994-04-21,,
GN_1180180104390503,2018-11-08,2018-11-27,2020-10-19
GN_1180180102916502,2023-10-09,2023-10-09,
GN_1180880800176906,2018-12-06,2018-12-06,
GN_1180180103545902,2018-08-01,2018-12-06,
GN_1180180103984207,2021-08-03,2021-08-03,2024-10-24
GN_1180180100000905,2024-10-24,2024-10-24,
GN_1180180102219707,2018-06-01,2018-01-10,
GN_1180180103899001,2006-07-01,2006-07-01,2018-05-29
GN_1180180103131001,1992-01-01,,
GN_1180180100904301,,,
GN_1180280200886801,2008-06-26,2008-06-30,
GN_1180280200703502,2018-12-10,2018-12-20,
GN_1180380301272101,2018-09-25,2018-09-25,
GN_1180180100787903,2019-01-04,2019-01-07,2022-03-02
GN_1180280200599401,,,
GN_1180280200811601,2001-08-13,2001-10-24,
GN_1180180103423306,2021-05-18,2022-03-10,2023-10-30
GN_1180180103423206,2021-05-18,2021-05-18,2022-03-10
GN_1180180103954107,2017-10-24,2017-10-24,2024-07-17
GN_1180180100197402,1996-07-03,,
GN_1180180102771808,2019-01-09,2019-01-09,
GN_1180180102799605,2019-01-16,2019-01-16,2020-11-18
GN_1180180102776404,2019-01-18,2019-01-18,2022-07-29
GN_1180180104371702,2019-06-20,2019-06-20,2021-10-01
GN_1180180102201207,2019-01-22,2019-01-22,2020-02-05
GN_1180180102691802,2018-12-01,2019-01-22,
GN_1180180103355306,2017-09-14,2017-09-14,2019-01-28
GN_1180780700277206,2019-01-29,2019-01-29,2020-01-08
GN_1180480400414302,,,
GN_1184184100538201,2003-07-04,2003-07-04,
GN_1184184100509201,2000-04-03,2000-08-10,
GN_1180280200821606,2021-06-09,2021-06-09,
GN_1180980900250907,2019-02-07,2019-02-07,
GN_1184184100044002,2019-02-18,2019-02-18,
GN_1184484400074804,2019-02-18,2019-02-18,
GN_1180180100980503,2019-03-08,2019-03-08,
GN_1180180100697702,2019-03-13,2019-03-13,
GN_1184484400010602,2019-03-22,2019-03-22,
GN_1180180103614003,2019-03-26,2019-03-26,
GN_1180280200431206,2019-04-03,2019-04-03,
GN_1180180102719205,2019-03-16,2019-04-10,
GN_1180180102693208,2019-05-03,2019-05-03,
GN_1184184100669601,2019-03-29,2019-05-29,
GN_1180180100122704,2019-06-13,2019-06-13,2023-09-13
GN_1180980900782801,2019-06-13,2019-06-13,
GN_1180980900041506,2019-10-01,2019-10-01,
GN_1180380300582601,,,
GN_1180380301114901,2001-07-01,2001-10-25,
GN_1180380301071501,1996-06-12,,
GN_1180180104185802,2012-10-02,2012-10-03,2021-03-24
GN_1180280200966902,2023-01-10,2023-01-10,
GN_1180280200971801,2013-02-18,2013-02-26,
GN_1181881800062002,2019-05-22,2019-05-22,
GN_1181881800189002,2019-05-20,2019-05-20,2019-07-24
GN_1180580500127403,2019-05-23,2019-05-23,
GN_1184184100537903,2019-05-13,2019-05-24,
GN_1180180104410402,2019-05-01,2019-05-24,2020-10-27
GN_1184184100338406,2019-06-20,2019-06-20,
GN_1180180100173804,1995-01-01,,2018-06-19
GN_1180180103163201,1991-02-25,,
GN_1180180102831203,2013-01-31,2013-02-12,
GN_1181181100015901,2006-03-23,2006-11-23,
GN_1184384300036601,1994-07-01,,2021-12-17
GN_1180280200967102,2023-01-10,2023-01-10,
GN_1180280200968002,2023-01-10,2023-01-10,
GN_1180480400847102,2020-10-14,2020-10-14,
GN_1180180102377505,2020-10-14,2020-10-14,
GN_1180280200787001,1999-10-22,2000-03-27,
GN_1180280200787101,1999-10-22,2000-03-27,
GN_1180180103269004,2013-07-15,2013-10-17,
GN_1180280200909902,2022-06-29,2022-06-30,
GN_1180280200910002,2022-06-29,2022-06-30,
GN_1180280200910102,2011-06-21,2011-06-21,
GN_1180180102686306,2020-12-17,2020-12-17,
GN_1180180104378002,2019-07-02,2019-07-02,2021-09-22
GN_1180980900010903,2019-07-24,2019-07-24,2022-09-01
GN_1180380301266002,2019-07-25,2019-07-25,
GN_1180980900650604,2019-07-01,2019-07-26,2020-08-03
GN_1180180103835903,2022-02-01,2022-02-01,
GN_1180180104219403,2019-08-07,2019-08-07,
GN_1185185100068203,2020-07-05,2020-07-07,2024-10-08
GN_1180180103941505,2019-11-19,2019-11-19,2022-02-02
GN_1180180100520801,,,
GN_1180180104137001,2011-01-01,2010-12-28,
GN_1180180102492906,2020-03-10,2020-03-10,2024-08-21
GN_1184184100550602,2019-09-10,2019-09-10,2020-01-22
GN_1184484400076003,2019-09-18,2019-09-18,2020-10-02
GN_1180480400613402,1991-07-01,,
GN_1180180103845605,2019-09-24,2019-09-24,
GN_1180180102172802,2019-09-25,2019-09-25,2024-12-10
GN_1180280200969002,2023-01-10,2023-01-10,
GN_1180280200836902,2013-10-31,2013-10-21,
GN_1181181100011704,2000-05-18,2000-05-18,
GN_1180180100012602,2008-01-23,2008-01-23,2024-04-08
GN_1180180100957501,,,
GN_1180280200790201,2000-01-01,2000-05-18,
GN_1180280200745301,1996-03-21,,
GN_1180280201044701,2019-04-17,2019-04-17,2022-10-21
GN_1180180101601005,2019-10-03,2019-10-03,2020-07-09
GN_1180480400544704,2019-08-07,2019-10-08,
GN_1180980900786201,2019-10-09,2019-10-09,
GN_1180980900779202,2019-07-31,2019-10-09,
GN_1184184100117501,,,
GN_1184184100420601,1993-06-01,,
GN_1180180103785501,2002-09-05,2003-07-09,
GN_1180180103983902,2019-10-11,2019-10-11,2022-01-17
GN_1180480400414103,2017-09-16,2016-09-06,
GN_1180180101035706,2019-06-06,2019-06-06,
GN_1181281200033802,2019-10-16,2019-10-16,
GN_1180380300139201,,,2020-11-26
GN_1180280201031202,2019-10-21,2019-10-21,
GN_1180880800347803,2019-10-22,2019-10-22,
GN_1184284200179404,2019-10-23,2019-10-23,2023-10-18
GN_1184184100332805,2019-10-28,2019-10-28,
GN_1180180100488303,2019-11-14,2019-11-14,
GN_1180180103817405,2019-10-29,2019-10-29,2022-02-17
GN_1180180100233402,2019-10-29,2019-10-29,2021-01-08
GN_1180780700434604,2019-11-14,2019-11-14,2023-09-25
GN_1180380301106607,2021-09-01,2021-09-01,2022-10-07
GN_1183483400178801,2019-04-03,2019-04-03,2023-02-24
GN_1180480400782002,1997-02-13,,
GN_1180280200898601,2009-03-26,2009-03-27,
GN_1180280200899501,2009-03-30,2009-03-30,
GN_1184184100620103,2019-11-27,2019-11-27,
GN_1180280201045501,2019-06-14,2019-11-29,
GN_1184184100582604,2019-12-02,2019-12-02,2022-07-01
GN_1180180104459901,2019-09-26,2019-09-26,
GN_1180980900397105,2019-12-03,2019-12-03,
GN_1180180100074804,2019-12-05,2019-12-05,2020-12-30
GN_1184184100319707,2019-12-10,2019-12-10,
GN_1180280200760902,2019-12-11,2019-12-11,2023-04-07
GN_1180480400004407,2019-12-11,2019-12-11,
GN_1180180104128701,2010-11-08,2010-11-08,
GN_1180980900773002,2019-12-31,2019-12-31,
GN_1184184100574001,2006-05-29,2006-11-21,2020-05-29
GN_1184184100659302,2020-01-13,2020-01-13,
GN_1184184100659402,2020-01-13,2020-01-13,
GN_1180180100533201,,,
GN_1183183100246102,2021-11-12,2021-11-12,
GN_1184184100550603,2020-01-22,2020-01-22,
GN_1180180103607013,2020-02-28,2020-01-28,2021-02-01
GN_1180980900045901,,,
GN_1180180100102901,,,
GN_1180180100802208,2020-02-11,2020-02-11,2023-02-01
GN_1184184100650701,2016-04-05,2016-05-04,
GN_1180480400151005,2020-02-17,2020-02-17,
GN_1180180103626502,2023-11-07,2023-11-07,
GN_1180180101797503,2020-02-19,2020-02-19,2023-11-13
GN_1180180103872609,2020-02-28,2020-02-28,2022-03-22
GN_1180180104468301,2019-07-04,2019-07-04,2022-11-09
GN_1180980900797701,2020-01-21,2020-03-23,2020-09-08
GN_1180180100175206,2005-07-01,2005-12-20,
GN_1180280200816501,2002-01-17,2002-04-04,
GN_1180180103673703,2020-04-29,2020-04-29,
GN_1180280200886202,2020-07-28,2020-07-28,
GN_1180180100119704,2020-05-26,2020-05-26,2023-05-16
GN_1184184100574002,2020-05-29,2020-05-29,
GN_1180180103325901,1991-07-01,,
GN_1180180103325801,1991-07-01,,
GN_1180980900777901,2017-11-10,2017-11-10,
GN_1180180100577501,,,
GN_1180180104136901,2011-01-01,2010-12-28,
GN_1180180104136801,2011-01-01,2010-12-28,
GN_1180180100576601,,,
GN_1180180102238003,2020-06-10,2020-06-10,
GN_1180280200848603,2020-06-22,2020-06-22,2022-03-15
GN_1180180100198106,2020-06-29,2020-07-02,
GN_1180280200795801,2000-09-13,2000-10-25,
GN_1180180102208106,2020-07-10,2020-07-10,
GN_1180180103404702,2018-05-05,2018-05-05,2022-04-25
GN_1180180103864805,2020-08-12,2020-08-12,
GN_1180180103353501,1992-01-01,,
GN_1180280200252801,,,
GN_1180180104391801,2017-12-08,2017-12-08,
GN_1180180100534402,2020-08-01,2020-09-09,
GN_1181881800215701,2022-01-01,2022-01-01,
GN_1180180103566203,2021-03-04,2021-03-04,2021-10-05
GN_1184484400261901,2017-04-14,2017-05-22,2018-11-23
GN_1180980900011605,2020-09-15,2020-09-15,2023-04-03
GN_1180280200810301,2001-04-12,2001-04-12,2021-04-05
GN_1180180101591804,2020-09-17,2020-09-17,
GN_1180180103577403,2020-09-25,2020-09-25,
GN_1180180104476401,2020-06-19,2020-09-28,
GN_1180380301021202,2010-07-01,2010-07-01,2019-04-24
GN_1180180101862609,2020-09-29,2020-09-29,
GN_1180180104477001,2020-09-28,2020-09-30,
GN_1180380301114003,2020-10-01,2020-10-01,
GN_1180180100270402,2020-10-07,2020-10-07,
GN_1184184100244704,2024-08-28,2024-08-28,
GN_1180280200573305,2020-10-30,2020-10-30,
GN_1180180104390504,2020-10-19,2020-10-19,
GN_1181181100011804,2020-10-21,2020-10-21,2024-02-02
GN_1180180104290803,2020-10-22,2020-10-22,2023-03-28
GN_1180980900755801,2014-12-12,2015-01-12,
GN_1180180103933306,2023-01-26,2023-01-26,
GN_1180180101064103,2020-11-06,2020-11-06,
GN_1184184100663102,2020-11-07,2020-11-07,
GN_1180980900315906,2020-11-13,2020-11-13,
GN_1180380301122907,2020-11-18,2020-11-18,
GN_1180980900765402,2024-08-13,2024-08-13,
GN_1180280200909801,2009-11-26,2010-02-10,2021-02-17
GN_1180280200909802,2021-02-17,2021-02-17,
GN_1180280200909701,2009-11-26,2010-02-10,
GN_1184184100633601,2012-07-01,2012-07-01,
GN_1184184100646702,2017-09-26,2017-09-26,
GN_1180180104491401,2021-04-30,2021-04-30,
GN_1180180102386607,2020-12-28,2020-12-28,2024-04-03
GN_1184184100569301,2006-02-01,2006-07-27,
GN_1184184100567901,2006-02-01,2006-07-27,
GN_1180180100546001,2017-10-18,2017-10-18,
GN_1180180103407001,1992-10-26,,
GN_1180180102552705,2021-07-06,2021-07-06,2021-08-02
GN_1180180100233404,2021-01-19,2021-01-19,2021-07-03
GN_1180180103835902,2021-01-20,2021-01-20,2022-02-01
GN_1184184100680401,2020-02-25,2020-02-25,
GN_1180980900673801,2006-03-03,2006-08-30,
GN_1180980900562801,1999-01-19,,
GN_1180180101601006,2021-02-02,2021-02-02,
GN_1184184100684301,2021-06-08,2021-06-08,2022-09-07
GN_1184184100637402,2021-02-22,2021-02-22,
GN_1180280200666904,2021-02-24,2021-02-24,
GN_1180180102201406,2021-02-26,2021-02-26,
GN_1180980900007106,2021-04-01,2021-04-01,
GN_1180980900796901,2021-03-22,2021-03-22,
GN_1184184100420801,1993-06-01,,
GN_1184184100421001,1993-06-01,,
GN_1184184100264101,,,
GN_1184184100420901,1993-06-01,,
GN_1184184100365901,1993-01-01,,
GN_1184184100366101,1993-06-01,,
GN_1184184100366001,1993-06-01,,
GN_1184184100420701,1993-06-01,,
GN_1184184100538001,2002-05-03,2003-07-04,
GN_1184184100366201,1993-06-01,,
GN_1180180104185803,2021-03-24,2021-03-24,
GN_1180180100059201,,,
GN_1180180100048801,,,
GN_1185185100003902,2021-03-05,2021-03-05,
GN_1180280200868305,2018-04-04,2018-04-03,
GN_1180580500136603,2020-07-27,2020-07-27,
GN_1184184100016002,2021-04-08,2021-04-08,
GN_1180480400861501,2001-09-20,2002-01-28,
GN_1180280201051902,2021-04-12,2021-04-12,
GN_1180780700249602,2021-01-01,2021-04-21,
GN_1180180101524901,,,
GN_1180880800135201,,,
GN_1180180103693501,1999-08-17,1999-12-20,
GN_1180180104431701,2018-05-29,2018-07-27,
GN_1180180100783802,2021-05-20,2021-05-20,
GN_1180180104488101,2021-07-29,2021-07-29,
GN_1184184100690101,2021-06-10,2021-06-10,
GN_1180980900682402,2021-06-02,2021-06-02,
GN_1180180102659502,2021-11-22,2021-11-22,2023-04-17
GN_1180280201053601,2021-04-19,2021-04-19,2022-07-28
GN_1180180103625104,2021-06-21,2021-06-21,
GN_1180280200846503,2021-07-02,2021-07-02,
GN_1184184100010206,2021-07-13,2021-07-13,
GN_1184184100341702,1994-06-01,,
GN_1180180104488301,2021-07-16,2021-07-16,
GN_1180380300156502,2024-09-19,2024-09-19,
GN_1180280201030202,2021-08-06,2021-08-06,2021-11-25
GN_1184184100687901,2020-12-16,2020-12-16,
GN_1181881800202101,2020-08-21,2020-08-21,
GN_1180480401000802,2021-08-23,2021-08-23,
GN_1183483400029303,2021-08-23,2021-08-23,
GN_1180180100335205,2021-08-31,2021-08-31,
GN_1180180100041303,2021-09-01,2021-08-31,
GN_1180180102501605,2021-09-06,2021-09-06,
GN_1180180101919404,2021-09-11,2021-09-11,
GN_1180180103874302,2021-09-14,2021-09-14,
GN_1180680600092303,2021-10-05,2021-10-05,
GN_1184184100670401,2021-10-04,2021-10-04,
GN_1180180100217704,2021-09-15,2021-10-01,
GN_1180280201053801,2021-03-09,2021-03-09,
GN_1180980900443901,1991-07-01,,
GN_1180180100085205,2021-09-28,2021-10-08,
GN_1180180100121308,2021-10-13,2021-10-13,
GN_1180180103067507,2021-10-14,2021-10-14,2022-04-27
GN_1180280200657102,2021-10-22,2021-10-22,2023-10-12
GN_1180380300236502,2021-10-25,2021-10-25,
GN_1180280200366006,2021-11-03,2021-11-03,
GN_1180180103593701,1996-07-01,,
GN_1180480400581401,,,
GN_1180180103560601,1996-01-01,,
GN_1180180100526001,,,
GN_1180480400011102,2004-06-22,2004-06-22,
GN_1180180104489501,2021-10-13,2021-10-13,
GN_1180180103555502,2023-09-15,2023-09-15,
GN_1180180102858006,2021-12-03,2021-12-03,
GN_1180480400114003,2002-01-01,2002-03-01,
GN_1180480400114306,2022-02-09,2022-02-09,
GN_1180180100286302,2021-12-03,2021-12-03,
GN_1180180103410502,2021-12-03,2021-12-03,
GN_1180280200430805,2021-12-03,2021-12-03,2022-12-19
GN_1180180103223808,2021-12-06,2021-12-06,
GN_1180180103247508,2021-12-07,2021-12-07,2023-05-04
GN_1180180104167301,2011-07-01,2011-10-18,
GN_1183183100235002,2021-12-09,2021-12-09,
GN_1184384300036602,2021-12-17,2021-12-17,
GN_1180180104257803,2021-12-30,2021-12-30,
GN_1180180103720902,2022-01-10,2022-01-10,
GN_1184184100684501,2021-07-30,2021-07-30,
GN_1180180103772101,2002-07-01,2002-10-11,
GN_1180180101000501,,,
GN_1180180103631601,1997-07-01,,
GN_1180180100998301,,,
GN_1180180103772201,2002-07-01,2002-10-11,
GN_1180180103772301,2002-07-01,2002-10-11,
GN_1180280201037502,2022-01-25,2022-01-25,
GN_1183183100246302,2022-01-26,2022-01-26,
GN_1183183100246002,2022-01-14,2022-01-14,
GN_1180380300181203,2022-02-01,2022-02-01,
GN_1180180103537608,2022-02-02,2022-02-02,
GN_1183183100245802,2022-02-07,2022-02-07,
GN_1180980900364203,2022-02-15,2022-02-15,
GN_1184484400144605,2022-02-09,2022-02-09,
GN_1180180100119906,2022-02-09,2022-02-09,
GN_1180180100788309,2022-02-14,2022-02-14,
GN_1180180104371703,2022-02-15,2022-02-15,
GN_1180180102093506,2019-05-31,2019-06-03,2023-01-03
GN_1184184100193204,2022-02-17,2022-02-17,
GN_1180980900811701,2021-12-03,2021-12-03,2024-03-28
GN_1183683600015101,2021-11-08,2021-11-08,
GN_1183183100288501,2021-12-15,2021-12-15,
GN_1184184100439410,2022-02-28,2022-02-28,
GN_1180180104496301,2021-10-04,2021-10-04,2022-11-23
GN_1180280200594403,2018-07-20,2018-07-20,
GN_1181181100008105,2022-03-03,2022-03-03,
GN_1180480400809803,2024-03-13,2024-03-13,
GN_1180180100088806,2022-03-28,2022-03-28,
GN_1180980900420101,,,
GN_1180380300703912,2022-03-14,2022-03-14,
GN_1180280200848604,2022-03-15,2022-03-15,2024-12-10
GN_1180180101048603,2022-03-21,2022-03-21,
GN_1183183100238205,2022-03-31,2022-03-31,
GN_1180180102168007,2022-04-25,2022-04-25,
GN_1180180104496901,2021-09-30,2022-05-31,
GN_1184184100303302,1990-08-01,,
GN_1180180103444304,2022-04-21,2022-04-21,
GN_1180180103404703,2022-04-25,2022-04-25,
GN_1180180100426104,2022-04-29,2022-04-29,
GN_1180180104254202,2022-05-05,2022-05-05,
GN_1180180101504505,2023-01-16,2023-01-16,2024-02-24
GN_1180280200894103,2022-03-30,2022-05-06,
GN_1181181100014504,2022-05-11,2022-05-11,
GN_1184184100186502,2022-05-19,2022-05-19,
GN_1180180102172801,,,2019-09-25
GN_1180480400005502,,,
GN_1180380301149301,2005-09-08,2006-09-25,
GN_1180380300012905,2005-09-08,2006-03-03,
GN_1180180102014303,2022-05-24,2022-05-24,
GN_1183183100245702,2022-06-17,2022-06-17,
GN_1180180101499507,2022-06-21,2022-06-21,
GN_1180180102296503,2022-09-01,2022-09-01,
GN_1184184100690501,2022-06-21,2022-06-28,
GN_1180280200819006,2022-06-22,2022-06-22,
GN_1180480400967705,2023-02-02,2023-02-02,
GN_1180180104347402,2022-07-15,2022-07-15,2023-04-21
GN_1180180101701404,2022-03-04,2022-07-18,
GN_1180480400967704,2022-07-19,2022-07-19,2023-01-20
GN_1180180103922408,2022-07-16,2022-07-15,2023-02-02
GN_1180180100491503,2022-08-05,2022-08-05,2024-03-25
GN_1180180102678404,2022-08-16,2022-08-16,
GN_1180180100075202,1991-08-01,,
GN_1180180102800007,2022-09-01,2022-09-01,
GN_1184284200162402,2022-09-05,2022-09-05,2024-06-04
GN_1180180102959207,2022-06-01,2022-09-13,
